tid	text	admiration	amusement	anger	annoyance	approval	boredom	calmness	caring	courage	curiosity	desire	despair	disappointment	disapproval	disgust	doubt	embarrassment	envy	excitement	faith	fear	frustration	gratitude	greed	grief	guilt	indifference	joy	love	nervousness	nostalgia	optimism	pain	pride	relief	sadness	surprise	trust
66781	Here we are, sir, and I ain't sorry, for I don't know that I was ever so dry in my life.”	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
66886	Decimus by the mundane process of purchasing him a living at home.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66907	in that case, many of us poor school-teachers must go through life geyserless.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67109	But at the moment no one could be keyed to interest in anything except preparation for the next wave.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67151	The young ensign gets accustomed to leading an idle life, and this continues when he becomes a lieutenant, only very few having the energy to alter.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67337	When his destiny was less severe than this, a life insufferably tedious was led by him in barracks pestilently unhealthy.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67351	Most likely she's had 'nough of it, and hates ter say so."	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67387	But when questioned, Slater relapsed into the habitual vacancy of the mountaineer, and only reiterated what he had said on the preceding day.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
67406	Crossing the line was a most unexciting experience, for no Father Neptune came on board, nor did any of the other time-honoured things befall us.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67427	In the inside of the church, the usual tiresome ceremonies went on that take place when the pope is present.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67586	Pepperell and Gibbons left the choice of a future residence to chance, with an indifference worthy a Bedouin of the Great Desert.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
67661	The tedium of routine duty occupied our time without specially exciting incident until pleasanter weather towards the middle of April brought rumors of impending army movements again.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67893	He was tired and, although the late sun was still shining, curiously cold, with a numbed feeling all over.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68136	We all stand waiting, empty,--knowing, possibly, that we can be full, surrounded by mighty symbols which are not symbols to us, but prose and trivial toys.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68219	Still--” Then, with incredible and obviously deliberate stupidity, and a voice as flat as her own, he asked, “Who is the man?”	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
68344	Marriage is monotonous: but there is much, I trust, to be said in favour of holy wedlock.	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68454	There was not much to interest the boys around Columbina, and the next day hung rather heavily on their hands.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68638	Among the park beaux she is known by the appellation of the _Doldrums_ her two sisters have been missing some time, and it is said are now rusticating in Paris."	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68678	Mrs. Mullett Flint was one of those heavy, apathetic women who seem to have a special attraction for brisk, energetic men of Mr. Flint's type.	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68792	Had I been there to help him, I would have planned something to divert his mind until he had recovered himself, and was willing to submit to the monotony of life over yonder.	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
69048	Nothing is more wearisome than to sit at table and see course after course, good, bad, and indifferent, served, after you have eaten what you want.	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
69148	The violet spaces between the houses are the very saddest, and the spare furrows are patiently drawn, and so the execution is in harmony with and accentuates the unutterable monotony of the peasant's lot.	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
69254	It's like walking into a bare room to have a turn with a thumb-screw; but Mrs. Yocomb has hedged me up to just this course.	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69285	Fine art shapes inert matter and peoples the mind with impotent ghosts.	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72050	And as I have said elsewhere: This Mighty Intelligence, who is "more intelligent than All" is also the All-Wise One; the All-Powerful One!	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72390	The subject will be the letters of two lovers led to the religious life by love, a true heroic romance _à la_ Scudéry.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
76769	Well proportioned, and with good muscular development (Man, _Journal of Anthropological Institute_, vol.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77248	yes, I may, When I've no guilt to wash away, No tears to wipe, no good to crave, No fears to quell, no soul to save.	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0
77317	I myself, in my own little low chair in its right angle on the hearth-rug, felt perfectly happy.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
77347	Her eyes were widely staring, but there was no trace or hint of fear in her peaceful attitude of repose.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77486	My childhood is given back to me--but a childhood of such peace, such innocent gaiety as no child ever yet experienced.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
77526	It was indeed true that a feeling of peacefulness and comfort permeated the soul in this rocky nook.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
77838	There was talk, indeed, of extending the cover of “Nationalism” to them also; but, personally, I still felt everywhere, and all the time, that calming atmosphere of order, happiness, and prosperity that is brought by the British flag.	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
77842	But with this truly human tenderness and delicacy of feeling, he ever combined an unutterable dignity and majesty, a sublime self-control and imperturbable calmness of mind.	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
77878	Joy came not to me with the breaking of the morn; but peace, undefined, enwrapped me when the mantle of darkness and the crown of stars attested the reign of Night!	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
77914	Minerva House is _in status quo_, and ‘The Misses Crumpton’ remain in the peaceable and undisturbed enjoyment of all the advantages resulting from their Finishing-School.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
78265	He turns naturally to sweet things, to everything that has the sunlight and free air upon it; he's as clear as crystal.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78281	But he was soothed and not offended by pomp, whereas she was bored as well as irritated.	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
78300	It is all rug; it is all right and safe, the game is secure.	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
78345	My wife assisted me in every way possible in getting ready, with a kind cheerful spirit, manifesting no uneasiness whatever.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
78481	Cool and gentle she looked as she sat there; she wore the same simple muslin gown that she had worn in the morning.	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79381	There she lay in her bed as if asleep, white as the sheets she lay on.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
79537	A sudden calmness fell over me; it struck me that the laugh would be on my side after all.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
79677	I cannot but feel that men like St. Francis, Pascal, Bossuet, Fenelon, Melancthon, Wesley, on the ecclesiastical side, and men like Plato, Aristotle, Galileo, Newton, Fichte, Darwin, and Mazzini, on the laic side, have contributed to this mellowness.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79682	Wednesday was a beautiful, calm day; indeed, it was the first on which any one would have thought of making a splice since the day we started from the rendezvous.	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79832	Nature's grand law of order there, Reigns with exactness sure The wheels of time glide smoothly through An atmosphere so pure.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79837	Reynolds was cool and collected, and only awaited the semblance of an opportunity, to attempt an escape.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
79844	Her mind was relieved, for the present, and she let him go.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
79895	It was like eternal spring, the air pure and the temperature remarkably even.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79929	I hain’t seen no fog, nor no islands, nor no troubles, nor nothing.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79952	Her golden hair hung like a beam of mild sunshine, leaving a countenance free, which with its star-like eyes left no hope for mortal beauty to equal it.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
80166	Jean had recovered his equanimity; his thoughts, like Maurice’s, reverted to Henriette, and the idea occurred to him that they might see Delaherche somewhere among the throng.	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
80547	In spite of the mocking gleam in the one visible eye her face was serene and proud.	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
80825	Since then his form had squared, his eyes had steadied to the serenity of a great authority, his mouth, shadowed by the moustache and the beard, had closed straight in the line of power and taciturnity.	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81036	She sank her head upon her breast, as if for a moment’s meditation, which past, she looked up and observed: “I dare say there are very pretty lanes in Highgate.	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81060	On the third he discontinued his visits entirely, and instead of my daughter testifying any impatience, as I expected, she seemed to retain a pensive tranquillity, which I looked upon as resignation.	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
81094	And all the while Kipping stood just behind the captain, smiling as if no unkind thought had ever ruffled his placid nature.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
81102	Saintly man that he was naturally, altogether devoid of passions, with no keen intelligence to disturb him in his faith, he displayed a naive admiration for beauty, wealth, and power, which he had never envied.	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81117	Illileo Legardi, in the garden there alone, With your figure carved of fervor, as the Psyche carved of stone, There came to me no murmur of the fountain's undertone So mystically, musically mellow as your own.	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81214	Good fellowship prevailed amongst them, no words of discontent escaped from their lips.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
81416	She was gentle and gay and sweet as ever, as if strong emotions and herself had always been strangers.	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
81418	Majestically arrayed in a boundless flannel wrapper, a shawl, and her nightcap, she sat and watched them eat, as complacently as a hen beholds her chickens feed.	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
81425	In a word, it was one of those places among the mountains where all is pure.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81576	I remember once after Lule Burgas—— Never mind, I shan’t spoil the peaceful beauty of such a morning.	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81830	Her disposition was quiet and sweet, and she was always loyal to him.	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
81850	Many when they indulge in a holiday, enjoy themselves in a moderate and becoming manner.	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
82019	He bore his misfortunes with great equanimity, and told the English minister that though he was abandoned by the allies, he would never abandon himself.	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82197	Yes, she had forgot her troubles; she was leanin’ up ag’inst the high pile of rag carpetin’, that kinder fenced us in, fast asleep.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
82213	Austria was on the point of surrender--the German landslide might come at any moment--then _peace_!--incredible word.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
82430	The placid surface gleamed in the moonlight, and was without a ripple.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82715	They usually submit themselves to whatever Providence has in store for them, put off their worries, and this factor of itself is eminently therapeutic.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
83394	It passed through her brain, without comment, that there was a certain haunting familiarity about this remark; some other voice, in some other place, had spoken it, and in very much the same tone.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83616	Reader, were you ever on a train of cars moving with the wings of the wind, skimming over the ground as rapidly as a bird flies, darting by tree and house, through cuttings and over embankments?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83892	The black flood caught me again and rushed on, swirling and eddying, holding me helpless as an infant in its grasp.	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
84240	Happening to be in Washington at the revelation of the Cr<e'>dit Mobilier operations, I found him in the House of Representatives, and evidently in the depths of suffering.	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
85250	A great multitude had already assembled; the windows were filled with people, smoking and playing cards to beguile the time; the crowd were pushing, quarrelling, joking.	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86531	persisted Cyrilla, who was deeply interested in the intricate obscure problem of what people really thought as distinguished from what they professed and also from what they imagined they thought.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86581	The direction of their flow might be diverted for a time, but they ultimately overcame every obstacle by sheer persistency and overpowering volume.	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86753	The mental perplexities of those endless days and nights cannot be told.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87266	He does not give us all to endure the same family or bodily affliction; one escapes with only being beaten with a rod, while another feels, as it were, the feet of horses in his heavy tribulations.	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
87615	With Magelone there is also the wayward humour of the child, who always wants most the plaything it cannot have.	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88417	I certainly never saw a more comically naked exhibition of human nature.	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88465	Only a very short time after another knock came to his door, and Rosalind entered, with an atmosphere about her of urgency and excitement.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89905	In either hand he held a loaded pistol, and there was an air of determination in his handsome face which showed he would not hesitate to fire.	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90242	The students who come under the influence of Dr. Jordan do not have a life of scholastic ease and idleness.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90313	Then came a rude awakening to the fact that the splash and the bucketing were caused by rain, which raged down as if pumped by a hundred steam fire-engines.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
90448	Trust me, my boy, Thou'st struck such deep compassion in my breast, That all the moisture which prolongs my life Will from my eyes gush forth, if now thou leav'st me.	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
90455	There was but one who would pour balm upon her wounds, one who had indulgence and love enough to raise the drooping head, pardon the criminal--her noble, generous-hearted friend, the Prince!	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
90564	For the time she was once more the old sympathetic, natural Phœbe, eager to help her friend in need, feeling the divine longing to comfort one who was miserable.	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90630	No bashful merit sighed Near him neglected: sympathizing he Wiped off the tear from Sorrow's clouded eye With kindly hand, and taught her heart to smile.	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
90647	Ferko felt so sorry for the little beast that he spoke to it in the most friendly manner, and washed its small paws with the healing water.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90773	replied a second voice; "he will but pine here upon the forest, and die by inches: it will be an act of charity to put him out of his pain."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
90861	One of the servants has been very ill. You cannot think how compassionately Emilia attended her.	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90996	Love, pure, perfect, faithful love, had twined around that fair and gifted child of earth, and filled the blank which yet remained; though fame, appreciation, triumph, sympathy, affection, all were hers.	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
91170	And his answer was, 'If you are ill and keep your resolution of not marrying me under those circumstances, I will keep mine and love you till God shall take us both.'	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
91358	Him usen to me," cried Amy, as in a motherly way she caressed him.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
91472	Love softens me; and blows up fires, which pass Through my tough heart, and melt the stubborn mass.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
91617	During the sojourns of this gentleman at Indian Spring, he contributed largely to the improvements that were made; and especially was his generosity, through a long series of years, exhibited for the benefit of the needy and afflicted.	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91763	Now, my dear Cecilia, if you love me, if you compassionate my misfortunes, if, as I hope, you partake my sorrows, you will not refuse your confidence to a man who will be our guardian angel.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1
91847	The pretended guide stood in the doorway, holding up the screen, and contemplating the two lovely creatures, whose fate might be determined by his mission, with as much love for one as pity for the other.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
91893	Fresh is his care Who sends his soul o'er the sea full oft, Over the welling waves his wearied heart.	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91898	I feel for you, and would gladly aid you to any extent which my duty might allow, in averting the possible calamity that may hang over you.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
92020	The girl's eyes shone with mother-love; her dark hand was gentle as she smoothed Baby's tumbled little blanket, and looked up shyly and proudly at the new-comers.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
92100	There tenderly he laid his burden down, Tenderly on the crag uneven and steep, That would have been hard passage for the goats:	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92223	Margaret fell into the habit of being much with her, reading to her, sitting beside her with her sewing, talking sometimes but often simply giving her the comfort of her presence, and receiving--ah, well!	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92311	the little one repeated in her sweet baby voice; and Lulu hugged her close, kissing her again and again, and saying softly, "You dear, sweet darling; sister loves you, indeed, indeed she does!"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
92431	She took the young bride, Allifra, in her arms, kissed her with the tenderness of a sister, and conducted her into the castle.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
92561	It was genuine sympathy and hospitality on their part, and none of us ever forgot it; the sight of a native Californian has always brought out thoughts of these good people, and respect and thankfulness to the race.	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
93011	Excuse my mentioning it, girlie, but I'd do the same for my sister.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93067	And in the midst of his hesitation a certain kindly feeling made itself felt; it was pleasant to be able to be a benefactor, and he was for a moment happy in the thought.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0
